game_index,gameTime,label,position,team,visibility
24,2 - 29:04,Substitution,1744000,away,visible
24,2 - 29:20,Clearance,1760195,away,visible
24,2 - 29:38,Ball out of play,1778590,not applicable,visible
24,2 - 30:12,Shots off target,1812947,away,visible
24,2 - 30:14,Ball out of play,1814222,not applicable,visible
24,2 - 30:24,Clearance,1824684,home,not shown
24,2 - 31:15,Ball out of play,1875718,not applicable,visible
24,2 - 31:32,Throw-in,1892607,home,not shown
24,2 - 31:47,Ball out of play,1907307,not applicable,visible
24,2 - 32:00,Throw-in,1920950,home,visible
24,2 - 32:35,Offside,1955003,home,visible
24,2 - 34:06,Foul,2046828,away,visible
24,2 - 34:45,Direct free-kick,2085901,home,visible
24,2 - 35:23,Shots off target,2123896,home,visible
24,2 - 35:45,Foul,2145214,home,visible
24,2 - 36:16,Substitution,2176000,home,visible
24,2 - 36:24,Indirect free-kick,2184145,away,visible
24,2 - 36:53,Ball out of play,2213871,not applicable,visible
24,2 - 37:03,Throw-in,2223354,home,not shown
24,2 - 37:13,Shots off target,2233999,away,visible
24,2 - 37:35,Ball out of play,2255776,not applicable,visible
24,2 - 37:48,Clearance,2268492,away,not shown
24,2 - 38:42,Ball out of play,2322124,not applicable,visible
24,2 - 38:46,Throw-in,2326725,away,visible
24,2 - 39:16,Shots on target,2356307,away,visible
24,2 - 39:16,Goal,2356920,away,visible
24,2 - 40:21,Substitution,2421000,away,visible
24,2 - 40:26,Kick-off,2426323,home,not shown
24,2 - 40:47,Ball out of play,2447904,not applicable,visible
24,2 - 40:56,Throw-in,2456132,home,not shown
24,2 - 41:04,Ball out of play,2464934,not applicable,visible
24,2 - 41:08,Throw-in,2468298,home,visible
24,2 - 43:07,Ball out of play,2587554,not applicable,visible
24,2 - 43:15,Throw-in,2595541,home,visible
24,2 - 43:25,Shots off target,2605387,home,visible
24,2 - 43:27,Ball out of play,2607469,not applicable,visible
24,2 - 43:52,Corner,2632878,home,visible
24,2 - 43:55,Ball out of play,2635260,not applicable,visible
24,2 - 44:16,Substitution,2656000,away,visible
24,2 - 44:25,Corner,2665280,away,visible
24,2 - 44:54,Ball out of play,2694822,not applicable,visible
24,2 - 45:10,Throw-in,2710111,away,visible
25,1 - 00:00,Kick-off,34,home,not shown
25,1 - 00:26,Ball out of play,26544,not applicable,visible
25,1 - 00:29,Throw-in,29884,away,not shown
25,1 - 00:48,Offside,48722,away,visible
25,1 - 01:26,Ball out of play,86440,not applicable,visible
25,1 - 01:37,Throw-in,97870,away,visible
25,1 - 02:42,Ball out of play,162605,not applicable,visible
25,1 - 03:12,Clearance,192950,away,not shown
25,1 - 03:34,Ball out of play,214491,not applicable,not shown
25,1 - 04:05,Clearance,245248,away,visible
25,1 - 04:26,Shots off target,266331,away,visible
25,1 - 04:27,Ball out of play,267429,not applicable,visible
25,1 - 04:54,Corner,294911,away,visible
25,1 - 05:05,Ball out of play,305064,not applicable,visible
25,1 - 05:25,Clearance,325346,home,not shown
25,1 - 05:31,Foul,331874,home,visible
25,1 - 05:40,Indirect free-kick,340104,away,visible
25,1 - 06:32,Ball out of play,392301,not applicable,visible
25,1 - 06:39,Clearance,399532,away,not shown
25,1 - 08:02,Ball out of play,482976,not applicable,visible
25,1 - 08:12,Throw-in,492350,home,not shown
25,1 - 08:24,Shots on target,504021,home,visible
25,1 - 10:17,Ball out of play,617457,not applicable,visible
25,1 - 10:42,Corner,642578,away,visible
25,1 - 10:43,Shots on target,643697,away,visible
25,1 - 10:55,Foul,655066,home,not shown
25,1 - 11:26,Indirect free-kick,686552,away,visible
25,1 - 14:11,Ball out of play,851412,not applicable,visible
25,1 - 14:29,Throw-in,869110,home,visible
25,1 - 15:01,Foul,901047,home,visible
25,1 - 15:09,Yellow card,909440,home,visible
25,1 - 15:39,Indirect free-kick,939445,away,visible
25,1 - 16:12,Shots on target,972752,away,visible
25,1 - 16:13,Goal,973640,away,visible
25,1 - 17:06,Kick-off,1026863,home,visible
25,1 - 17:26,Ball out of play,1046117,not applicable,visible
25,1 - 17:32,Throw-in,1052962,home,not shown
25,1 - 18:19,Ball out of play,1099217,not applicable,not shown
25,1 - 18:46,Corner,1126785,away,visible
25,1 - 20:03,Shots off target,1203396,home,visible
25,1 - 20:04,Ball out of play,1204436,not applicable,visible
25,1 - 20:51,Corner,1251573,home,visible
25,1 - 21:02,Shots off target,1262650,home,visible
25,1 - 21:04,Ball out of play,1264407,not applicable,visible
25,1 - 21:32,Clearance,1292170,away,not shown
25,1 - 21:44,Shots off target,1304394,away,visible
25,1 - 21:45,Ball out of play,1305923,not applicable,visible
25,1 - 22:00,Clearance,1320600,home,visible
25,1 - 22:48,Ball out of play,1368576,not applicable,visible
25,1 - 23:14,Corner,1394423,away,visible
25,1 - 24:03,Ball out of play,1443137,not applicable,visible
25,1 - 24:25,Clearance,1465032,home,not shown
25,1 - 24:34,Foul,1474088,away,visible
25,1 - 24:37,Indirect free-kick,1477543,home,visible
25,1 - 24:56,Shots off target,1496177,home,visible
25,1 - 24:57,Ball out of play,1497701,not applicable,visible
25,1 - 25:28,Clearance,1528698,away,visible
25,1 - 26:04,Ball out of play,1564889,not applicable,visible
25,1 - 26:08,Throw-in,1568828,away,not shown
25,1 - 27:18,Shots on target,1638270,home,visible
25,1 - 27:20,Ball out of play,1640091,not applicable,visible
25,1 - 27:43,Corner,1663377,home,visible
25,1 - 28:04,Ball out of play,1684258,not applicable,visible
25,1 - 28:11,Throw-in,1691600,home,not shown
25,1 - 29:02,Shots on target,1742089,home,visible
25,1 - 29:53,Foul,1793492,home,visible
25,1 - 30:14,Indirect free-kick,1814436,away,visible
25,1 - 30:40,Shots off target,1840284,away,visible
25,1 - 30:41,Ball out of play,1841363,not applicable,visible
25,1 - 31:12,Corner,1872286,away,visible
25,1 - 31:22,Ball out of play,1882949,not applicable,visible
25,1 - 31:28,Throw-in,1888198,away,not shown
25,1 - 31:36,Foul,1896782,home,visible
25,1 - 31:58,Throw-in,1918377,away,visible
25,1 - 33:57,Foul,2037966,away,visible
25,1 - 34:20,Direct free-kick,2060286,home,visible
25,1 - 35:16,Ball out of play,2116247,not applicable,visible
25,1 - 35:18,Throw-in,2118957,away,not shown
25,1 - 35:29,Ball out of play,2129783,not applicable,visible
25,1 - 35:34,Throw-in,2134534,home,not shown
25,1 - 36:02,Ball out of play,2162193,not applicable,visible
25,1 - 36:15,Throw-in,2175083,home,visible
25,1 - 36:35,Ball out of play,2195941,not applicable,visible
25,1 - 36:54,Corner,2214575,home,not shown
25,1 - 37:08,Foul,2228120,away,visible
25,1 - 40:06,Direct free-kick,2406350,home,visible
25,1 - 40:06,Shots off target,2406350,home,visible
25,1 - 40:07,Ball out of play,2407162,not applicable,visible
25,1 - 40:34,Clearance,2434970,away,visible
25,1 - 41:10,Ball out of play,2470637,not applicable,visible
25,1 - 41:25,Corner,2485431,home,visible
25,1 - 41:36,Ball out of play,2496924,not applicable,visible
25,1 - 42:05,Clearance,2525735,away,visible
25,1 - 42:30,Offside,2550720,away,visible
25,1 - 43:22,Ball out of play,2602504,not applicable,visible
25,1 - 43:29,Throw-in,2609322,home,visible
25,1 - 44:36,Ball out of play,2676364,not applicable,visible
25,1 - 45:11,Clearance,2711037,away,not shown
25,1 - 45:20,Ball out of play,2720660,not applicable,visible
25,1 - 45:31,Throw-in,2731195,home,visible
25,1 - 46:27,Foul,2787176,away,visible
25,1 - 46:40,Yellow card,2800000,away,visible
25,1 - 47:38,Shots on target,2858320,home,visible
25,1 - 47:39,Goal,2859040,home,visible
25,2 - 00:00,Substitution,0,home,not shown
25,2 - 00:00,Kick-off,275,away,visible
25,2 - 00:08,Foul,8618,home,visible
25,2 - 00:26,Indirect free-kick,26729,away,visible
25,2 - 01:37,Shots off target,97375,away,visible
25,2 - 02:28,Ball out of play,148679,not applicable,visible
25,2 - 03:00,Throw-in,180469,away,visible
25,2 - 04:38,Shots off target,278469,home,visible
25,2 - 04:40,Ball out of play,280629,not applicable,visible
25,2 - 05:11,Clearance,311338,away,visible
25,2 - 05:53,Foul,353065,away,visible
25,2 - 06:34,Shots off target,394826,home,visible
25,2 - 06:34,Direct free-kick,394826,home,visible
25,2 - 07:01,Ball out of play,421523,not applicable,visible
25,2 - 07:18,Throw-in,438560,home,not shown
25,2 - 07:36,Ball out of play,456255,not applicable,visible
25,2 - 08:01,Throw-in,481999,away,not shown
25,2 - 08:47,Shots off target,527544,home,visible
25,2 - 08:48,Ball out of play,528806,not applicable,visible
25,2 - 09:05,Corner,545743,home,not shown
25,2 - 09:09,Ball out of play,549589,not applicable,visible
25,2 - 09:22,Corner,562686,away,visible
25,2 - 09:25,Ball out of play,565071,not applicable,visible
25,2 - 09:58,Clearance,598310,away,not shown
25,2 - 10:10,Ball out of play,610626,not applicable,visible
25,2 - 10:15,Throw-in,615928,home,not shown
25,2 - 11:03,Ball out of play,663203,not applicable,visible
25,2 - 11:07,Corner,667538,home,not shown
25,2 - 11:24,Shots off target,684853,away,visible
25,2 - 11:27,Ball out of play,687813,not applicable,visible
25,2 - 11:55,Clearance,715634,home,not shown
25,2 - 11:59,Foul,719047,home,visible
25,2 - 12:23,Indirect free-kick,743338,away,visible
25,2 - 14:06,Ball out of play,846366,not applicable,not shown
25,2 - 14:23,Substitution,863000,away,visible
25,2 - 14:37,Throw-in,877347,home,visible
25,2 - 15:15,Shots on target,915675,home,visible
25,2 - 15:49,Shots on target,949714,away,visible
25,2 - 15:50,Goal,950480,away,visible
25,2 - 17:04,Substitution,1024000,home,visible
25,2 - 17:09,Kick-off,1029751,home,visible
25,2 - 17:56,Foul,1076269,away,visible
25,2 - 18:10,Yellow card,1090880,away,not shown
25,2 - 18:51,Direct free-kick,1131487,home,visible
25,2 - 19:28,Ball out of play,1168330,not applicable,not shown
25,2 - 19:33,Throw-in,1173188,home,not shown
25,2 - 20:48,Ball out of play,1248564,not applicable,visible
25,2 - 21:04,Throw-in,1264031,home,not shown
25,2 - 21:39,Foul,1299722,away,visible
25,2 - 22:36,Shots off target,1356735,home,visible
25,2 - 22:36,Direct free-kick,1356745,home,visible
25,2 - 22:38,Ball out of play,1358659,not applicable,visible
25,2 - 23:07,Clearance,1387663,away,not shown
25,2 - 23:40,Offside,1420333,away,visible
25,2 - 24:02,Clearance,1442487,home,visible
25,2 - 24:28,Ball out of play,1468996,not applicable,visible
25,2 - 24:56,Clearance,1496858,away,visible
25,2 - 25:49,Shots off target,1549558,home,visible
25,2 - 25:50,Ball out of play,1550793,not applicable,visible
25,2 - 26:12,Corner,1572611,home,visible
25,2 - 26:14,Shots off target,1574429,home,visible
25,2 - 26:15,Ball out of play,1575227,not applicable,visible
25,2 - 26:43,Clearance,1603031,away,not shown
25,2 - 28:50,Shots off target,1730583,home,visible
25,2 - 28:51,Ball out of play,1731505,not applicable,visible
25,2 - 29:36,Substitution,1776000,away,visible
25,2 - 29:50,Clearance,1790629,away,visible
25,2 - 30:27,Ball out of play,1827963,not applicable,visible
25,2 - 30:43,Corner,1843025,home,visible
25,2 - 30:44,Shots off target,1844750,home,visible
25,2 - 30:45,Ball out of play,1845946,not applicable,visible
25,2 - 31:13,Clearance,1873207,away,visible
25,2 - 32:51,Ball out of play,1971897,not applicable,visible
25,2 - 33:27,Corner,2007924,away,visible
25,2 - 33:30,Ball out of play,2010546,not applicable,visible
25,2 - 33:42,Corner,2022946,away,visible
25,2 - 33:47,Ball out of play,2027831,not applicable,visible
25,2 - 34:21,Corner,2061559,away,visible
25,2 - 35:23,Ball out of play,2123778,not applicable,visible
25,2 - 36:12,Substitution,2172000,away,visible
25,2 - 36:31,Corner,2191246,home,visible
25,2 - 36:32,Shots off target,2192842,home,visible
25,2 - 36:33,Ball out of play,2193629,not applicable,visible
25,2 - 37:02,Clearance,2222057,away,not shown
25,2 - 37:23,Ball out of play,2243072,not applicable,visible
25,2 - 38:10,Shots off target,2290190,home,visible
25,2 - 38:11,Ball out of play,2291515,not applicable,visible
25,2 - 38:36,Substitution,2316000,home,visible
25,2 - 38:43,Clearance,2323675,away,visible
25,2 - 38:49,Foul,2329306,home,visible
25,2 - 39:09,Indirect free-kick,2349894,away,not shown
25,2 - 40:10,Ball out of play,2410826,not applicable,visible
25,2 - 40:16,Throw-in,2416201,home,visible
25,2 - 40:49,Shots off target,2449932,away,visible
25,2 - 40:50,Ball out of play,2450386,not applicable,visible
25,2 - 41:25,Corner,2485430,away,visible
25,2 - 41:27,Shots on target,2487497,away,visible
25,2 - 41:40,Ball out of play,2500970,not applicable,visible
25,2 - 42:12,Foul,2532731,away,visible
25,2 - 42:22,Yellow card,2542000,away,visible
25,2 - 43:22,Penalty,2602495,home,visible
25,2 - 43:22,Shots on target,2602495,home,visible
25,2 - 43:22,Goal,2602800,home,visible
25,2 - 43:23,Foul,2603742,away,not shown
25,2 - 43:37,Yellow card,2617000,away,visible
25,2 - 43:58,Kick-off,2638139,away,not shown
25,2 - 44:09,Ball out of play,2649076,not applicable,visible
25,2 - 44:29,Throw-in,2669505,away,visible
25,2 - 44:34,Foul,2674229,home,visible
25,2 - 45:27,Yellow card,2727000,home,visible
26,1 - 00:00,Kick-off,10,away,not shown
26,1 - 02:40,Ball out of play,160030,not applicable,visible
26,1 - 02:45,Throw-in,165731,away,visible
26,1 - 03:20,Offside,200282,home,visible
26,1 - 03:42,Indirect free-kick,222259,away,visible
26,1 - 03:56,Foul,236537,home,visible
26,1 - 04:12,Indirect free-kick,252559,away,not shown
26,1 - 05:06,Shots on target,306345,away,visible
26,1 - 07:21,Foul,441918,home,visible
26,1 - 09:09,Shots on target,549334,home,visible
26,1 - 09:32,Clearance,572463,away,not shown
26,1 - 10:05,Foul,605402,away,visible
26,1 - 10:40,Indirect free-kick,640561,home,visible
26,1 - 12:30,Ball out of play,750454,not applicable,visible
26,1 - 12:58,Corner,778366,away,visible
26,1 - 13:03,Ball out of play,783001,not applicable,visible
26,1 - 13:16,Clearance,796585,home,visible
26,1 - 14:03,Foul,843348,away,visible
26,1 - 14:42,Indirect free-kick,882132,home,visible
26,1 - 15:20,Shots off target,920361,away,visible
26,1 - 15:20,Ball out of play,920789,not applicable,visible
26,1 - 15:41,Corner,941860,away,visible
26,1 - 17:10,Ball out of play,1030281,not applicable,visible
26,1 - 17:43,Clearance,1063232,away,not shown
26,1 - 18:05,Throw-in,1085384,home,not shown
26,1 - 18:46,Ball out of play,1126146,not applicable,visible
26,1 - 18:49,Throw-in,1129261,home,visible
26,1 - 19:42,Ball out of play,1182276,not applicable,visible
26,1 - 19:46,Throw-in,1186830,home,not shown
26,1 - 19:47,Ball out of play,1187864,not applicable,not shown
26,1 - 19:55,Throw-in,1195489,away,not shown
26,1 - 20:46,Shots off target,1246948,away,visible
26,1 - 20:50,Ball out of play,1250908,not applicable,visible
26,1 - 21:22,Clearance,1282767,home,not shown
26,1 - 21:45,Ball out of play,1305831,not applicable,visible
26,1 - 21:47,Throw-in,1307994,away,not shown
26,1 - 22:42,Shots off target,1362656,away,visible
26,1 - 22:43,Ball out of play,1363425,not applicable,visible
26,1 - 23:14,Clearance,1394716,home,visible
26,1 - 23:24,Ball out of play,1404574,not applicable,visible
26,1 - 23:34,Shots off target,1414471,home,visible
26,1 - 24:25,Ball out of play,1465031,not applicable,visible
26,1 - 24:27,Throw-in,1467761,home,visible
26,1 - 24:47,Shots on target,1487680,home,visible
26,1 - 24:48,Goal,1488400,home,visible
26,1 - 25:51,Kick-off,1551292,away,not shown
26,1 - 27:20,Foul,1640389,away,visible
26,1 - 27:57,Direct free-kick,1677459,home,visible
26,1 - 28:25,Ball out of play,1705123,not applicable,not shown
26,1 - 28:41,Throw-in,1721055,home,visible
26,1 - 28:57,Ball out of play,1737461,not applicable,visible
26,1 - 29:11,Throw-in,1751687,home,visible
26,1 - 29:30,Foul,1770388,home,visible
26,1 - 29:39,Yellow card,1779000,home,visible
26,1 - 30:35,Shots on target,1835461,away,visible
26,1 - 30:43,Ball out of play,1843394,not applicable,visible
26,1 - 31:00,Corner,1860849,away,not shown
26,1 - 32:00,Foul,1920182,home,visible
26,1 - 32:25,Indirect free-kick,1945664,away,visible
26,1 - 33:47,Ball out of play,2027036,not applicable,visible
26,1 - 34:29,Corner,2069663,home,visible
26,1 - 35:19,Foul,2119512,away,visible
26,1 - 35:26,Yellow card,2126720,away,visible
26,1 - 35:38,Indirect free-kick,2138797,home,not shown
26,1 - 36:08,Shots on target,2168866,home,visible
26,1 - 37:00,Ball out of play,2220932,not applicable,not shown
26,1 - 37:19,Throw-in,2239644,home,visible
26,1 - 37:52,Foul,2272798,away,visible
26,1 - 37:59,Indirect free-kick,2279181,home,not shown
26,1 - 39:19,Foul,2359198,away,visible
26,1 - 39:25,Yellow card,2365000,away,visible
26,1 - 40:14,Direct free-kick,2414441,home,visible
26,1 - 40:16,Shots on target,2416106,away,visible
26,1 - 42:01,Foul,2521629,home,visible
26,1 - 42:13,Yellow card,2533000,home,visible
26,1 - 42:31,Indirect free-kick,2551809,away,not shown
26,1 - 43:48,Ball out of play,2628455,not applicable,visible
26,1 - 43:54,Throw-in,2634898,away,not shown
26,1 - 44:23,Ball out of play,2663845,not applicable,visible
26,1 - 44:29,Throw-in,2669702,away,not shown
26,1 - 44:56,Foul,2696155,away,visible
26,2 - 00:00,Substitution,0,away,not shown
26,2 - 00:00,Kick-off,5,home,not shown
26,2 - 00:10,Ball out of play,10407,not applicable,visible
26,2 - 00:12,Throw-in,12601,away,visible
26,2 - 00:58,Ball out of play,58244,not applicable,visible
26,2 - 01:18,Corner,78128,away,visible
26,2 - 01:20,Ball out of play,80567,not applicable,visible
26,2 - 01:39,Corner,99693,away,visible
26,2 - 04:11,Ball out of play,251219,not applicable,visible
26,2 - 04:26,Throw-in,266066,home,visible
26,2 - 04:56,Ball out of play,296182,not applicable,visible
26,2 - 05:03,Throw-in,303158,home,not shown
26,2 - 05:19,Ball out of play,319558,not applicable,visible
26,2 - 05:27,Throw-in,327104,away,not shown
26,2 - 06:37,Offside,397314,away,visible
26,2 - 07:37,Shots on target,457091,home,visible
26,2 - 08:57,Shots off target,537002,away,visible
26,2 - 08:58,Ball out of play,538408,not applicable,visible
26,2 - 09:11,Clearance,551090,home,not shown
26,2 - 09:56,Ball out of play,596902,not applicable,not shown
26,2 - 11:04,Ball out of play,664834,not applicable,visible
26,2 - 11:27,Throw-in,687628,home,visible
26,2 - 12:15,Shots on target,735479,home,visible
26,2 - 12:19,Ball out of play,739584,not applicable,visible
26,2 - 12:53,Ball out of play,773227,not applicable,visible
26,2 - 12:58,Throw-in,778650,away,visible
26,2 - 13:39,Ball out of play,819756,not applicable,visible
26,2 - 13:59,Throw-in,839302,home,visible
26,2 - 14:09,Shots off target,849650,home,visible
26,2 - 14:10,Ball out of play,850820,not applicable,visible
26,2 - 14:33,Clearance,873052,away,visible
26,2 - 15:27,Ball out of play,927270,not applicable,visible
26,2 - 15:39,Throw-in,939029,away,visible
26,2 - 16:22,Ball out of play,982618,not applicable,visible
26,2 - 16:26,Throw-in,986953,away,visible
26,2 - 18:33,Foul,1113883,away,visible
26,2 - 18:50,Substitution,1130000,away,visible
26,2 - 19:11,Indirect free-kick,1151861,home,visible
26,2 - 20:11,Ball out of play,1211375,not applicable,visible
26,2 - 20:26,Corner,1226607,away,visible
26,2 - 20:36,Ball out of play,1236920,not applicable,visible
26,2 - 20:45,Throw-in,1245730,away,visible
26,2 - 21:18,Ball out of play,1278264,not applicable,visible
26,2 - 21:55,Substitution,1315000,home,visible
26,2 - 22:48,Ball out of play,1368460,not applicable,visible
26,2 - 23:11,Throw-in,1391844,home,visible
26,2 - 23:51,Shots on target,1431863,away,visible
26,2 - 24:40,Foul,1480028,home,visible
26,2 - 24:47,Yellow card,1487000,home,visible
26,2 - 25:11,Direct free-kick,1511412,away,visible
26,2 - 25:24,Foul,1524515,away,visible
26,2 - 25:29,Yellow card,1529000,away,visible
26,2 - 26:06,Indirect free-kick,1566752,home,visible
26,2 - 26:25,Ball out of play,1585293,not applicable,visible
26,2 - 26:30,Throw-in,1590131,away,not shown
26,2 - 26:46,Shots off target,1606102,away,visible
26,2 - 26:47,Ball out of play,1607525,not applicable,visible
26,2 - 27:10,Corner,1630568,away,visible
26,2 - 27:35,Foul,1655541,away,visible
26,2 - 28:09,Indirect free-kick,1689053,home,visible
26,2 - 28:41,Ball out of play,1721792,not applicable,visible
26,2 - 29:24,Substitution,1764000,home,visible
26,2 - 29:58,Clearance,1798127,home,visible
26,2 - 30:10,Shots off target,1810247,home,visible
26,2 - 30:11,Shots off target,1811339,home,visible
26,2 - 30:12,Ball out of play,1812459,not applicable,visible
26,2 - 30:43,Substitution,1843000,away,visible
26,2 - 30:45,Clearance,1845320,away,not shown
26,2 - 30:47,Ball out of play,1847756,not applicable,visible
26,2 - 31:02,Yellow card,1862000,away,visible
26,2 - 31:13,Throw-in,1873686,away,visible
26,2 - 31:24,Ball out of play,1884494,not applicable,visible
26,2 - 31:31,Throw-in,1891820,away,visible
26,2 - 32:35,Ball out of play,1955269,not applicable,visible
26,2 - 32:46,Throw-in,1966431,home,not shown
26,2 - 33:07,Foul,1987513,home,visible
26,2 - 33:14,Yellow card,1994000,home,visible
26,2 - 35:25,Ball out of play,2125048,not applicable,visible
26,2 - 35:49,Corner,2149737,away,visible
26,2 - 38:02,Foul,2282443,home,visible
26,2 - 38:56,Substitution,2336000,home,visible
26,2 - 39:43,Ball out of play,2383471,not applicable,visible
26,2 - 39:52,Throw-in,2392149,away,not shown
26,2 - 40:34,Shots on target,2434151,away,visible
26,2 - 40:58,Ball out of play,2458212,not applicable,visible
26,2 - 41:08,Throw-in,2468733,away,visible
26,2 - 41:12,Ball out of play,2472896,not applicable,visible
26,2 - 41:16,Throw-in,2476766,away,not shown
26,2 - 42:35,Ball out of play,2555594,not applicable,visible
26,2 - 42:56,Corner,2576677,away,visible
26,2 - 43:06,Ball out of play,2586160,not applicable,visible
26,2 - 43:34,Clearance,2614512,home,visible
27,1 - 00:00,Kick-off,532,away,visible
27,1 - 00:22,Ball out of play,22151,not applicable,visible
27,1 - 00:22,Ball out of play,22151,not applicable,visible
27,1 - 00:47,Corner,47748,home,visible
27,1 - 01:16,Ball out of play,76003,not applicable,visible
27,1 - 01:42,Corner,102916,away,visible
27,1 - 02:00,Ball out of play,120345,not applicable,visible
27,1 - 02:28,Corner,148714,home,visible
27,1 - 02:37,Shots on target,157613,home,visible
27,1 - 05:01,Shots on target,301117,away,visible
27,1 - 05:01,Goal,301800,away,visible
27,1 - 06:03,Kick-off,363294,home,not shown
27,1 - 07:22,Ball out of play,442154,not applicable,not shown
27,1 - 08:04,Throw-in,484529,away,visible
27,1 - 08:41,Foul,521218,home,visible
27,1 - 08:42,Offside,522178,away,visible
27,1 - 09:25,Direct free-kick,565568,away,visible
27,1 - 09:25,Shots off target,565568,away,visible
27,1 - 09:27,Ball out of play,567604,not applicable,visible
27,1 - 09:57,Clearance,597851,home,not shown
27,1 - 10:08,Ball out of play,608979,not applicable,visible
27,1 - 10:35,Corner,635772,home,visible
27,1 - 10:38,Ball out of play,638909,not applicable,not shown
27,1 - 11:04,Corner,664613,home,visible
27,1 - 11:07,Ball out of play,667508,not applicable,visible
27,1 - 11:50,Corner,710088,home,visible
27,1 - 11:55,Ball out of play,715759,not applicable,visible
27,1 - 12:38,Throw-in,758684,away,not shown
27,1 - 13:32,Ball out of play,812407,not applicable,visible
27,1 - 13:41,Throw-in,821569,away,visible
27,1 - 13:48,Ball out of play,828351,not applicable,visible
27,1 - 13:51,Throw-in,831631,away,visible
27,1 - 13:58,Ball out of play,838414,not applicable,visible
27,1 - 14:12,Clearance,852853,home,not shown
27,1 - 14:21,Ball out of play,861785,not applicable,visible
27,1 - 14:29,Clearance,869377,home,visible
27,1 - 14:44,Ball out of play,884392,not applicable,visible
27,1 - 14:59,Throw-in,899554,away,visible
27,1 - 16:03,Ball out of play,963619,not applicable,visible
27,1 - 16:14,Throw-in,974359,home,visible
27,1 - 16:43,Ball out of play,1003706,not applicable,visible
27,1 - 16:52,Throw-in,1012043,home,visible
27,1 - 17:14,Foul,1034577,away,visible
27,1 - 18:08,Penalty,1088113,home,visible
27,1 - 18:08,Direct free-kick,1088113,home,visible
27,1 - 18:08,Goal,1088520,home,visible
27,1 - 18:38,Kick-off,1118405,away,not shown
27,1 - 20:20,Ball out of play,1220864,not applicable,visible
27,1 - 20:44,Substitution,1244000,away,visible
27,1 - 21:02,Throw-in,1262794,away,visible
27,1 - 22:01,Ball out of play,1321687,not applicable,visible
27,1 - 22:25,Corner,1345897,away,visible
27,1 - 22:47,Shots off target,1367506,home,visible
27,1 - 22:48,Ball out of play,1368594,not applicable,visible
27,1 - 23:22,Corner,1402156,home,visible
27,1 - 26:45,Ball out of play,1605396,not applicable,visible
27,1 - 26:49,Throw-in,1609921,home,not shown
27,1 - 27:21,Ball out of play,1641442,not applicable,visible
27,1 - 27:36,Throw-in,1656265,home,visible
27,1 - 28:04,Shots off target,1684615,away,visible
27,1 - 28:05,Ball out of play,1685721,not applicable,visible
27,1 - 28:26,Clearance,1706015,home,not shown
27,1 - 28:35,Foul,1715822,away,visible
27,1 - 29:29,Ball out of play,1769959,not applicable,visible
27,1 - 29:42,Throw-in,1782189,away,visible
27,1 - 29:49,Ball out of play,1789265,not applicable,visible
27,1 - 29:56,Throw-in,1796751,away,visible
27,1 - 30:24,Ball out of play,1824470,not applicable,visible
27,1 - 30:47,Throw-in,1847730,home,visible
27,1 - 30:57,Foul,1857637,home,visible
27,1 - 32:12,Direct free-kick,1932662,away,visible
27,1 - 32:22,Foul,1942867,away,visible
27,1 - 32:31,Yellow card,1951000,away,visible
27,1 - 33:00,Indirect free-kick,1980696,home,visible
27,1 - 33:11,Ball out of play,1991062,not applicable,visible
27,1 - 33:15,Throw-in,1995547,home,visible
27,1 - 34:46,Ball out of play,2086488,not applicable,visible
27,1 - 34:59,Throw-in,2099359,home,visible
27,1 - 36:39,Ball out of play,2199238,not applicable,not shown
27,1 - 37:02,Throw-in,2222853,away,not shown
27,1 - 38:40,Ball out of play,2320011,not applicable,visible
27,1 - 39:07,Corner,2347200,home,visible
27,1 - 39:48,Ball out of play,2388240,not applicable,visible
27,1 - 39:51,Throw-in,2391617,away,not shown
27,1 - 40:11,Shots on target,2411112,home,visible
27,1 - 40:52,Ball out of play,2452332,not applicable,visible
27,1 - 41:23,Corner,2483499,away,visible
27,1 - 42:33,Ball out of play,2553234,not applicable,not shown
27,1 - 42:54,Throw-in,2574641,away,visible
27,1 - 43:03,Ball out of play,2583813,not applicable,visible
27,1 - 43:23,Throw-in,2603238,home,visible
27,1 - 44:19,Shots off target,2659362,home,visible
27,1 - 44:21,Ball out of play,2661802,not applicable,visible
27,1 - 44:53,Clearance,2693335,away,not shown
27,2 - 00:00,Kick-off,40,home,not shown
27,2 - 02:27,Ball out of play,147126,not applicable,visible
27,2 - 02:46,Throw-in,166098,away,visible
27,2 - 02:53,Foul,173574,home,visible
27,2 - 03:14,Direct free-kick,194300,away,visible
27,2 - 04:38,Foul,278107,home,visible
27,2 - 05:07,Indirect free-kick,307506,away,not shown
27,2 - 07:44,Ball out of play,464201,not applicable,visible
27,2 - 08:01,Throw-in,481806,home,visible
27,2 - 08:05,Ball out of play,485619,not applicable,visible
27,2 - 08:19,Throw-in,499110,home,visible
27,2 - 09:00,Shots on target,540576,home,visible
27,2 - 09:02,Ball out of play,542224,not applicable,visible
27,2 - 09:21,Corner,561074,home,visible
27,2 - 10:50,Foul,650910,home,visible
27,2 - 11:30,Indirect free-kick,690728,away,not shown
27,2 - 11:43,Ball out of play,703295,not applicable,not shown
27,2 - 12:06,Clearance,726192,home,not shown
27,2 - 12:21,Ball out of play,741611,not applicable,visible
27,2 - 12:51,Corner,771578,away,visible
